Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,SetupController,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STD_WORKING_DIR; PERSISTENCE_CREATION_MAX_WAIT_TIME; PERSISTENCE_CREATION_WAIT_TIME; CREATION_THREAD_POOL_SIZE; CREATION_THREAD_POOL_WAIT; CREATION_THREAD_POOL_WAIT_PER_IMG_NR; storageRule; cachingRule; workingDir; cacheSize; storageMode; cachingMode; nrOfImagesToGenerate; nrOfImagesExisting; nrOfImagesForCategory; nrOfImagesGenerated; categoryImages; imgDB; storage; cache; imgCreationPool; log; isFinished
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,SetupController,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: STD_WORKING_DIR; PERSISTENCE_CREATION_MAX_WAIT_TIME; PERSISTENCE_CREATION_WAIT_TIME; CREATION_THREAD_POOL_SIZE; CREATION_THREAD_POOL_WAIT; CREATION_THREAD_POOL_WAIT_PER_IMG_NR; storageRule; cachingRule; workingDir; cacheSize; storageMode; cachingMode; nrOfImagesToGenerate; nrOfImagesExisting; nrOfImagesForCategory; nrOfImagesGenerated; categoryImages; imgDB; storage; cache; imgCreationPool; log; isFinished
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,SetupController.SetupControllerConstants,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,SetupController.SetupControllerConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STD_WORKING_DIR; PERSISTENCE_CREATION_MAX_WAIT_TIME; PERSISTENCE_CREATION_WAIT_TIME; CREATION_THREAD_POOL_SIZE; CREATION_THREAD_POOL_WAIT; CREATION_THREAD_POOL_WAIT_PER_IMG_NR
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,SetupController.SetupControllerConstants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: STD_WORKING_DIR; PERSISTENCE_CREATION_MAX_WAIT_TIME; PERSISTENCE_CREATION_WAIT_TIME; CREATION_THREAD_POOL_SIZE; CREATION_THREAD_POOL_WAIT; CREATION_THREAD_POOL_WAIT_PER_IMG_NR
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,StorageMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: STD_STORAGE_MODE; strRepresentation
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,StorageMode,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STD_STORAGE_MODE; strRepresentation
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,StorageRule,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: STD_STORAGE_RULE; strRepresentation
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.setup,StorageRule,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STD_STORAGE_RULE; strRepresentation
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.storage,DriveStorage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.storage,TestDriveStorage,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.image.storage,TestDriveStorage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.persistence.daemons,InitialDataGenerationDaemon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.persistence.domain,CategoryRepository,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: REPOSITORY
TeaStore-1.2.0-53c6efa,tools.descartes.teastore.persistence.domain,CategoryRepository,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CacheManager; CategoryRepository; PersistenceCategory; PersistenceProduct
